Comment,label
好用的不得了    我特支持                                加油，酷狗音乐??！,Valuable
好，狠好，灰常好,Valuable
非常不错的一款游戏，空闲玩玩，挺有意思,Valuable
好玩，但爱闪退,Valuable
突然没缘由就打不开了，不再用了，需要时打不开不方便。,Valuable
不错,Unhelpful
每个月都有三次听老师讲课的机会，我认为非常好，而且答案讲的很细，五星好评！,Valuable
把动态这个功能赶紧关了！！,Valuable
进不去，差评！差评！,Valuable
很棒,Unhelpful
棒棒哒,Unhelpful
6,Unhelpful
我觉得很好，但是真的很卡,Valuable
游戏还可以,Unhelpful
很好玩,Unhelpful
加载不出来,Unhelpful
还不错，就是个人用户刷新收费有点高啦,Valuable
:很好用呢,Unhelpful
好评,Unhelpful
很不错的视频软件,Valuable
广告太多，实在受不了这广告了,Valuable
奈斯,Unhelpful
差评，队友太坑了，连输五把，还不换队友。,Valuable
太太太好玩了够我玩三天三夜。,Valuable
????????????,Unhelpful
好玩,Unhelpful
五星好评,Unhelpful
抄袭的。方法，服装，跟暖暖一样，特别是玩法，一模一样……(?_?),Valuable
登不上去,Unhelpful
非常好玩的消除软件，推荐大家来玩！,Valuable
可以,Unhelpful
什么破软件，一直闪退,Valuable
怎么还有能量,Unhelpful
好,Unhelpful
好玩,Unhelpful
有点亏,Unhelpful
一直以来最喜欢支持的软件要了好几年了还在要真的非常好想投资就来吧,Valuable
我买露娜的皮肤却变成猴子的,Valuable
体验还有些欠缺，希望继续改进,Valuable
每周拿十个币岂不是美滋滋,Valuable
还不错,Unhelpful
非常不错的远程控制软件,Valuable
能不能稳定点啊！！,Valuable
好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好,Valuable
不能用白买了,Unhelpful
不错，不过我觉得剧情有点吓人,Valuable
好玩。(≧ω≦),Valuable
那些说没有下载就出现了的，这是快应用，不用下载，真是无语。,Valuable
爱死QQ乐！！！,Valuable
阅读可以，千万别玩游戏，后台程序控制，输赢概率是负的。我试过多次，每一百次，大概是输5.3赢4.7，都一样。,Valuable
为什么不能开语音？,Valuable
挺好的，内存太大,Valuable
就是有时<br>会当警察的社会会到那些躲藏者,Valuable
很好玩给你个五星好评,Valuable
非常好,Unhelpful
用了一段时间，软件打不开了。,Valuable
将就,Unhelpful
太好玩了！！,Unhelpful
好,Unhelpful
太好玩了??,Unhelpful
很好。,Unhelpful
招不到人，都要收费,Valuable
等你,Unhelpful
挺好玩的，给差评的脑子都有毛病,Valuable
太好了,Unhelpful
新用户不是全场免费吗？？？？？？我为了一本小说下载的怎不行！！！！！,Valuable
好，好好，好好好。,Valuable
挺好用，希望能够改进闪退，卡顿问题,Valuable
棒极了,Unhelpful
Good！,Unhelpful
.怎么也进不去？,Valuable
真的是太太太好玩了。,Valuable
太卡了！！！,Unhelpful
好玩,Unhelpful
好玩,Unhelpful
什么东西，气死了，一些活动根本点不开不用说，说明人比较多我理解，东西没有唯品会东西真，没有拼多多便宜，客服一个个跟死了欠她钱似的，我就在上面买了三回退款两回，很是生气啊，唉，说举报商铺也没这个功能，真的是很无语，很气愤，一颗星都不想给,Valuable
好好好,Unhelpful
还可以,Unhelpful
一直转圈进不去,Valuable
真刺激又好玩，比赛车好，画面强又好。,Valuable
我还没，我还没完写，给五个赞。,Valuable
京东变了，质量下降，服务也退步了，哎  再见了  以后不敢用了,Valuable
很好哦,Unhelpful
只想着赚钱，却不顾及玩家的感受这种游戏真差。,Valuable
很好玩,Unhelpful
挺好值得下载,Unhelpful
广告太多啦！一天烦得要死！,Valuable
为豆,Unhelpful
小米才能打开啊,Valuable
如果有100星好平，我给你100星,Valuable
好,Unhelpful
有的找不到,Unhelpful
好,Unhelpful
更新太慢了,Unhelpful
非常好玩。,Unhelpful
能借！30000到账，虽然比银行利息高，但还是非常感谢！！！因为其他平台都借不了！！！,Valuable
还不错，就是有点卡,Valuable
进不去，玩不了,Valuable
好玩,Unhelpful
非常好,Unhelpful
很好,Unhelpful
很好用呀,Unhelpful
不好,Unhelpful
全是广告,Valuable
总体来说还不错，使用流畅导出快。唯一遗憾就是为什么不可以单次购买或者终生购买软件？还有就是价格有点贵了～,Valuable
好用好看,Unhelpful
好吧,Unhelpful
特别棒,Unhelpful
抖音抖音，抖一抖有神经??????????,Valuable
第三关太坑,Unhelpful
还行,Unhelpful
超棒！曾：涂色游戏只有小孩子才会去玩呢 现：好好玩诶hhhhhh（傻笑）休闲解压推荐,Valuable
好,Unhelpful
好是好，就是广告多了些，一开始没有，后面就有了。,Valuable
一星都不想给    ，     录都录不进去,Valuable
太太太太太太太太太太太太太太好好玩了,Valuable
发货超级慢，还总是推卸责任,Valuable
唉，还好吧！,Unhelpful
棒哒哒！,Unhelpful
全都是广告。,Valuable
游戏还行，简单容易上手，肝帝一样能玩,Valuable
老是莫名消失，来电的时候不显示,Valuable
真好,Unhelpful
为什么我抽到的流量只到了1个这几天,Valuable
行吧,Unhelpful
老玩家回归了,Unhelpful
投屏功能很好，就是没有快进功能，还有就是没有退出投屏功能开关。,Valuable
很好至少可以随手赚钱有新闻小游戏玩起来还蛮不错的在娱乐的同时还可以转一下自己的零花钱很好很棒,Valuable
电视家很好用,Unhelpful
特别好玩！,Unhelpful
简直了，弹到手疼都没反应的，差评差评,Valuable
很好,Unhelpful
好的很,Unhelpful
五星差评预订,Unhelpful
好玩,Unhelpful
飞飞飞飞超超超超超超超好。,Valuable
挺好的,Unhelpful
感jio还可以 但是有些歌搜不到 大部分还是可以的  哈哈哈哈,Valuable
这个太可爱了,Unhelpful
好用,Unhelpful
不小心发错了举报，不好意思。,Valuable
520,Unhelpful
钱是拿到了 利息比借的还多 实力坑人！！！,Valuable
好玩,Unhelpful
一点都不好玩，车速太慢了。,Valuable
经常闪退，有时候都进不去,Valuable
下了微信读书后，其他阅读软件统统卸载了，便宜好用书还多,Valuable
very  good.  推荐使用,Valuable
我们老师说。下学期回来的时候一本儿口算做完的时候，就奖励100块糖。哈哈哈估计全班就我一个全对的。,Valuable
好玩,Unhelpful
不知道为什么 经常不响，，，哎,Valuable
很好，就是应该再快一点就跟好了??,Valuable
不好 不能无限玩,Valuable
进不去,Unhelpful
玩过的比较有意思的消除类游戏,Valuable
太坑了队友，不过还是喜欢,Valuable
好就一个字,Unhelpful
机枪怎么不能用希望改,Valuable
挺好的,Unhelpful
一般啊,Unhelpful
广告多，反应慢，总是不能动,Valuable
不错,Unhelpful
年轻人在社交玩的多吧,Valuable
太不好玩了,Unhelpful
很好用,Unhelpful
积分有效期短，乱扣积分，维也纳酒店太差了，太差了，太差！！！,Valuable
什么鬼！一点也不好⊙﹏⊙,Valuable
求求你下款吧  急用,Valuable
怎么登录不上啊！,Valuable
不错,Unhelpful
很好,Unhelpful
1,Unhelpful
不错,Unhelpful
闪退严重,Unhelpful
这个真是太棒了，史上第一好。,Valuable
蛮好用的,Unhelpful
好,Unhelpful
一星都不该给,Unhelpful
挺好??！！！,Valuable
好玩,Unhelpful
昨天晚上开始就进不了游戏啊 一直卡在登陆账号界面 啥时候能好啊,Valuable
为什么不能下载插件了？差评！,Valuable
学完精讲课，能不能提高20分，剩下的我只刷题，可以嘛，因为我基础知识还算可以,Valuable
超级好,Unhelpful
好久没玩了，现在玩玩，还不错，5星支持??,Valuable
希望音乐可以改回来,Valuable
狗??,Unhelpful
怎么老是登不上去啊,Valuable
不错,Unhelpful
不好用,Unhelpful
软件很棒,Unhelpful
非常好支持支持支持,Valuable
其实还挺好玩，只不过是太幼稚了。,Valuable
我觉得酷我音乐是最好的听歌软件，好评,Valuable
刚下载，登不进去啊,Valuable
为什么键盘卡着不出呢？,Valuable
好,Unhelpful
给五星 只是太耗电了,Valuable
无意中用了一次这款折扣！省钱软件购物！现在优惠券平台都用这款折扣！省钱软件了！方便、实惠,Valuable
好是好  但是配送费就需要这么贵么,Valuable
要??,Unhelpful
嗯ヽ(○^?^)??,Valuable
短信验证收到消息的时间太慢了，收到的时候时间没有了，我现在都没有验证。,Valuable
好句子很多，对我们的写作很有帮助,Valuable
美图秀秀很好用，一定要下载。,Valuable
很好玩。,Unhelpful
没玩过，给个三吧！星,Valuable
给力,Unhelpful
好,Unhelpful
新界面超级喜欢~样式很新颖，给你32个赞~！！一直支持,Valuable
不错。,Unhelpful
这啥子呀，一打开就是自己手机里面的视频，就算是自己手机里面的视频，还弄的都变形了，什么玩意？,Valuable
千万不要更新了，既不好看又卡，又非常占内存。我是给没有更新的人群提个醒。,Valuable
好玩,Unhelpful
注册付费，注册后??不推荐，定位到某一座城市要价99.8！唯一一点好就注册需实名。,Valuable
全,Unhelpful
所以太不好玩了吧，我给一星。,Valuable
一直提醒你充钱。。明明买了单程票。。,Valuable
真心不好用。,Unhelpful
It's ok,Valuable
很棒,Unhelpful
太简单了,Unhelpful
嗯，好玩好玩特好玩。,Valuable
超级好玩,Unhelpful
太太太太太太太好玩了！五颗星不够，要一百颗星！！！,Valuable
还可以,Unhelpful
真好用，就是下载游戏有点慢，但是游戏加速非常快，一点也不卡,Valuable
用了很多年,Unhelpful
好,Unhelpful
挺好的,Unhelpful
很好,Unhelpful
哟西哟西,Unhelpful
有闪屏出现，不好用,Valuable
进不去→_→,Unhelpful
锁死??了,Unhelpful
超好用哈哈哈哈,Valuable
不孬不孬,Unhelpful
叉叉,Unhelpful
以前换个手机铃声还得在电脑剪切、转格式，同步是最麻烦的，现在手机上直接换，不要太方便好吧,Valuable
内存占太多,Unhelpful
不想你的鸡鸡大包厚度还哈哈哈哈好好玩,Valuable
太棒了,Unhelpful
第五关怎么过,Unhelpful
还可以,Unhelpful
19关怎么过？,Valuable
挺好的,Unhelpful
很棒,Unhelpful
太棒了,Unhelpful
广告太多，没发玩,Valuable
不错,Unhelpful
坑太多，举报还不减分,Valuable
第三关怎么玩？,Valuable
太棒了，竟然能设计出这样的系统！好评。,Valuable
玩求生者匹配到的都是菜鸟，玩监管者匹配到到都是大佬，这什么鬼设定啊d(?д??)我有了，他还给我重新连接网络，而且我点击了他的，他还是给我卡(???^???) 嫌弃，不推荐给大家玩,Valuable
还好就是没办法把繁体字翻译成简体,Valuable
好,Unhelpful
挺好玩的啊。。。,Valuable
第一次用感觉不错??,Valuable
给一分真的是给多了，希望这位产品经理能明白一个道理:产品做出来是为了方便人的，不是让您来糟蹋人的。像微信是为了促进人与人之间的沟通更加方便，饿了么是为了人们更便捷吃到东西。希望您能好好思考和改进此产品。,Valuable
差，太差了，一点都不好玩，一颗星都不想给,Valuable
very good,Valuable
好,Unhelpful
想要吃鸡，找我“秋名山*老撕鸡”!,Valuable
根本就登不进去,Valuable
啥子卵？！,Unhelpful
好,Unhelpful
不过第五张没有(﹏),Valuable
app闪退不能使用，和华为9.0系统不兼容，希望快点更新,Valuable
很棒   高中就在用了  现在都s大三了,Valuable
还是进不去,Unhelpful
很好的app。喜欢！,Valuable
原来一星保护   现在五星保护,Valuable
挺好玩⊙▽⊙,Unhelpful
好用,Unhelpful
多样化背词，多样化复习，还有小讲台的知识点学习方法，很赞,Valuable
为什么我网络很好，偏偏登不上去,Valuable
好(?▽?),Unhelpful
一直使用的网易邮箱大师，很好用，特别是附件可直接下载查看。,Valuable
还行，收益还可以,Valuable
喜欢,Unhelpful
有点电视剧搜索不到，还更新的慢,Valuable
非常可以,Unhelpful
打不开这个太不行了,Valuable
"不好,",Unhelpful
好(?▽?)玩,Valuable
有我喜欢的电视并且免费，赞啊,Valuable
超级喜欢??,Unhelpful
我觉得很好，用完之后电池容量大了很多,Valuable
我最爱这游戏!,Valuable
为了声入人心，为了mxh,Valuable
厉害呀,Unhelpful
安全措施真的很差 就随随便便就可以盗你的号 而且问腾讯给的方法跟自己找回密码一样 一点用都没有 真的希望好好改进一下安全方面,Valuable
期待,Unhelpful
这游戏很好,Unhelpful
软件是好用，但我还是没找好工作！,Valuable
颜色缤纷...挺好玩的,Valuable
只有验证码了，其它地方什么都没有了，快更新,Valuable
太太太好玩了,Unhelpful
本来我是想玩的，可是。每次都问还是说不符合机型？快点修复。,Valuable
非常好玩的游戏  难易适中 值得推荐,Valuable
不错推荐,Unhelpful
我登录了一个新号退出之后老号登不上去了？登录了原来的手机号发现已经不是那个老号了里面什么都没有，连个客服也没有，一颗星都不想给,Valuable
千万不要去玩捕鱼欢乐季，这是个最坑最坑钱的游戏，你充了钱以后你会怀疑人生，一百万金币都打不死一条奖金鱼，真的很差，充满猫腻和人为因素。,Valuable
这款软件很好，很多课程都是免费的，用起来很开心，也很实用，谢谢你们^ω^,Valuable
。,Unhelpful
好,Unhelpful
下之前以为是普通的跑酷，结果。。。我的天，做得真的不错，画面和音效都满分，是一个很完整的游戏，应该会玩很久，一个小下忍玩得很开心⊙▽⊙,Valuable
进不去。,Unhelpful
好玩,Unhelpful
好好,Unhelpful
好哈哈哈还好还好,Valuable
好,Unhelpful
很好,Unhelpful
内容还是比较单一，缺少了一点惊喜点，希望能体验到一些与其他游戏不同的玩法。还有打Boss挺爽的，但是老是被人刷走了，抢走了就变得很郁闷了。,Valuable
没玩先给五星好评??,Valuable
好玩,Unhelpful
好用，喜欢,Unhelpful
666,Unhelpful
网络根本连接不上，用了各种办法，找了客服还是没有解决，失望,Valuable
吃鸡哪找发到,Unhelpful
真的服了那些说只能玩一小时的人  自己这么小一个小时不够吗  你想一直玩下去毁了自己的学业吗   还有一些没有实名也只能玩一个小时的人 自己不实名怪谁啊？然后就是说卡的人 自己手机配置啥样心里没点数啊 我这手机怎么不卡？自己手机配置差来怪游戏 然后最后就是说队友坑 打排位就输了的人 我这样跟你们说吧  队友菜一点又怎样？好好带节奏心态好点不就能赢了？如果不是你自己菜能匹配到菜的人？可笑至极的喷子！,Valuable
我在大厅里画面显示出现错误，动也动不了，完也玩不了，这么办?急,Valuable
非常好玩,Unhelpful
换不了性别～(￣▽￣～)~,Valuable
打不开,Unhelpful
随身听里的电台，节目，音乐，不能切换啊,Valuable
"能够轻松的直接约心仪候选人面试，省掉了之前繁琐的复制粘贴才能约面试的工序,",Valuable
h,Unhelpful
棒！,Unhelpful
音不太准，其它都挺好,Valuable
非常好玩。,Unhelpful
华为升级就不行了，显示是旧版,Valuable
大神f2以前看1小时电视就没电了，这用完后打半天游戏都可以啊,Valuable
下载安装很快，没有复杂的流程，场景不错，活动还很多，支持！！,Valuable
挺好,Unhelpful
Good,Unhelpful
虽然挺好，但是没有贴纸,Valuable
太棒了,Unhelpful
还可以,Unhelpful
很好玩,Unhelpful
广告太多，看几页就是一个强制视频这还怎么看书，差评,Valuable
好,Unhelpful
滤嘴,Unhelpful
为了善宇,Unhelpful
好,Unhelpful
进不去！！！！！,Valuable
还可以吧，一般般,Valuable
很喜欢这个app、用起来很舒服！,Valuable
66v,Unhelpful
不错,Unhelpful
还可以,Unhelpful
很不错，简洁占内存又小,Valuable
为什么无缘无故冻结我账号。<br>我昨天基本没上游戏，等级才16，怎么就出现不良游戏行为了？,Valuable
听说很好玩，我就下了。果然很好玩。,Valuable
可以加好友吗,Unhelpful
特别特别的好玩,Valuable
启动不了，可能是因为手机版本太低,Valuable
非常好??,Unhelpful
好,Unhelpful
五星差评，小破站??,Valuable
差评！为什么不能组队？,Valuable
超级好玩,Unhelpful
差一分都不想给,Valuable
登录服务器的时候为什么是半屏，进不去游戏啊，客服解决一下。,Valuable
一直逼我刷脸，关不掉，是不是想盗取我信息,Valuable
软件不错，输入:董老板，超级多内部优惠券自己全网vip电影电视剧,Valuable
嗯,Unhelpful
打不开，大家千万别下。,Valuable
好,Unhelpful
你们求调剂板块能加载出来吗？我一直是乱码,Valuable
收入全网球鞋,Unhelpful
不错不错,Unhelpful
666,Unhelpful
还可以哦，给四星吧,Valuable
太太太太太太太太太好玩了??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,Unhelpful
挺好玩的一款游戏软件，对我来说打发闲暇时间太好了。,Valuable
破玩意，不下载应用宝更新不了，再也不回归了,Valuable
666,Unhelpful
不好玩，给一星都给太太太多了,Valuable
太好玩了，正好给孩子学习！五星好评！,Valuable
那个反镜头呢？怎么没有视频想要的大小截？,Valuable
一星也不想给，差到爆炸，强迫更新，真不是人,Valuable
好的收到(???)！,Valuable
很好,Unhelpful
。绑定手机号买新手机内存还在吗,Valuable
广告太多，平均一章一个广告，还不能跳过<br>有些未完结的书显示完结,Valuable
体验很差,Unhelpful
太好玩了??,Unhelpful
还行,Unhelpful
一点儿都不好玩儿，老卡。,Valuable
咋说的，我都不敢玩了呢,Valuable
很好用哦,Unhelpful
远古的梦-许明,Valuable
真棒,Unhelpful
棒,Unhelpful
还行,Unhelpful
太喜欢了,Unhelpful
很好，我现在48级了！,Valuable
不错,Unhelpful
不太好,Unhelpful
都一个多月了还是闪退，我手机型号荣耀Note10，你们人工复检是怎么做的都是敷衍了事？,Valuable
坑死了刚冲的钱他竟然不给钻石,Valuable
原来挺好的，现在为什么下载不了软件了？,Valuable
好玩????????????，就是有广告??????,Valuable
进不去,Unhelpful
好,Unhelpful
骗运费平台,Unhelpful
说到底，这就是个页抓手的游戏，不用想，不用过多操作，就是一直点点点，不过……说实话还挺上瘾的，虽然我很少玩这类型的游戏，当初也是看到画质不错才想尝试一下的，不知道是不是有福利的原因，整体升级感受十分爽快，不断的买买买，抽抽抽，看着战力不断的升高，然后打各种各样的Boss，可能这就是这种游戏的核心体验点吧。,Valuable
不好，老是闪退,Valuable
商品便宜，而且质量不错！,Valuable
凭什么一次撞击减多条命，及时改正！,Valuable
很好玩！画面精致,Valuable
好??,Unhelpful
好好好好好玩的快乐开心好玩好玩可以玩,Valuable
打不开,Unhelpful
可以认识更多的人,Valuable
超赞,Unhelpful
我的耐心都消耗在了拔毛上,Valuable
不错,Unhelpful
挺好的，非常棒，五星好评,Valuable
好好玩,Unhelpful
为什么不能直播？,Valuable
不错,Unhelpful
我觉得挺好用的,Valuable
为什么老是无法连接服务器！！！！！差评，一颗星都不想给,Valuable
挺好用哒,Unhelpful
广告太多了，而且很幼稚,Valuable
不好,Unhelpful
好评，抢票快,Unhelpful
网易云音乐真的是逼着我去用QQ音乐呀,Valuable
一分钱都没充，一天不到玩通关了▽武器全最高级的，金币和票可以无限的夹~,Valuable
很好,Unhelpful
很棒的app,Unhelpful
还不错，就是团战模式有点，缓钝，不灵活。,Valuable
外面正在下雪，天气预报是多云，,Valuable
"祝越办越好!,我们的生活质量保证了,恋爱再也不孤单了,很适合现在这个社会的关注与支持。",Valuable
很好,Unhelpful
超级好,Unhelpful
太坑,Unhelpful
很好,Unhelpful
我以前也玩过，可是现在为什么打不开了？,Valuable
超级棒,Unhelpful
很不错，被B站的up主推荐的,Valuable
好玩,Unhelpful
挺不错的，可以问很多问题，总有无聊的人来回答我的,Valuable
好,Unhelpful
好啊,Unhelpful
如果可以再真实一点就更好了,Valuable
太楱了！,Unhelpful
第三关怎么过?,Valuable
希望网易可以在每一局游戏后就可以获得线索并和推理之今一起运行,Valuable
月度宝箱里的元宝怎么不通过邮箱返还了,Valuable
消模时间挺有意思的,Valuable
非常好玩,Unhelpful
好玩,Unhelpful
非常好！！！,Unhelpful
太好玩了??,Unhelpful
不错啊,Unhelpful
附近的人很多，聊起来很兴奋很投缘,Valuable
我都连跪了,Unhelpful
为什么登不上？,Valuable
和之前的武侠世界差不多，全图PK团战样样都有，我已经拉我旁身边的人一起玩了,Valuable
一点都不好玩，差评，什么游戏,Valuable
不错不错,Unhelpful
棒极了！男女都能玩，皮肤花样很多，五星好评！,Valuable
很好玩,Unhelpful
好玩,Unhelpful
好,Unhelpful
棒棒糖,Unhelpful
好玩,Unhelpful
非常好,Unhelpful
厂家里没电了就好了就好了就好了就好了就,Valuable
非常不错,Unhelpful
好用,Unhelpful
很好用,Unhelpful
发作品的时候老是闪退,Valuable
??????,Unhelpful
全部都是免费的，很不错。,Valuable
好,Unhelpful
为什么不能认证！希望官方给个说法,Valuable
太棒了,Unhelpful
很好玩，就是广告太多。,Valuable
手机打印照片不能连张打，一打就只有半张，颜色偏暗。,Valuable
人物画面精美，符合我的口味,Valuable
好好用！！！,Unhelpful
为啥里面的钱现在提现不了？,Valuable
我因为工作需要，经常要在北上广来回跑。每到一个地方前，我都会用这个天气预报查询明后几天的空气质量，每次查每次准，做得太好了！,Valuable
超级好用,Unhelpful
好,Unhelpful
好玩,Unhelpful
登录不了,Unhelpful
好,Unhelpful
贼棒,Unhelpful
好,Unhelpful
不错,Unhelpful
最近闪退,Unhelpful
很好,Unhelpful
好,Unhelpful
就是广告太多了,Valuable
玩过一遍之后，我想看点柯南再来玩吧。不然脑子根本转不过弯。,Valuable
还行吧,Unhelpful
歌真心多，像我这种喜新厌旧的人也能隔三岔五换手机铃声了，so easy！,Valuable
非常好,Unhelpful
好玩,Unhelpful
可以,Unhelpful
货源多了，渠道通了，商家更开心了，很不错,Valuable
不错挺好,Unhelpful
要是内存小点就好了,Valuable
真好,Unhelpful
Fantastic!,Valuable
虽然有时 卡顿  但还是挺好的  主要是方便啊,Valuable
www,Unhelpful
为什么进不去,Unhelpful
阿弥陀佛,Unhelpful
好,Unhelpful
这一系列的都不错,Valuable
是挺好的，但有黄油相机了，用这个不习惯，不得不狠心卸载,Valuable
很好！对作文很有帮助！！,Valuable
好,Unhelpful
闪退，打开就闪退，,Valuable
哈??骨灰盒更多的,Valuable
点购物车闪退,Unhelpful
"很好,不能用的话说明手机不行",Valuable
这个是我目前最好用的一款清理软件，相信这个软件会越来越强大。,Valuable
太棒了！,Unhelpful
难度大,Unhelpful
加油(? ??_??)?！,Valuable
超级棒,Unhelpful
《哦！我的皇帝陛下》都看不了。????,Valuable
hey不留门酷酷的我哦呦喂www,Valuable
真好玩,Unhelpful
真是太方便了。解放了我们大部分的家长。希望越做越好。,Valuable
今天排位连跪十把掉下黄金队友真的是坑今天退游,Valuable
不错,Unhelpful
好评,Unhelpful
最近老是闪退 卸了下 下了卸 总归进不去,Valuable
丰富,Unhelpful
第七关怎么过呀,Valuable
好,Unhelpful
超级好用,Unhelpful
为什么没有声音,Valuable
不错。很好。希望我发布的能快速看上,Valuable
来看某些（特指）zz小学生玛丽苏文笔,Valuable
很不错的应用软件，值得推荐下载使用,Valuable
打不开,Unhelpful
还可以吧,Unhelpful
给春晓管家一个好评,Valuable
游戏刚开始玩玩法很别致感觉还蛮有意思文字很多边玩边看很放松不错哦,Valuable
……,Unhelpful
很不错，非常实用的一款天气预报，数据信息分析也很详细,Valuable
不能投屏，不好,Valuable
好,Unhelpful
不错，比其他的好,Valuable
为什么总是登录不了,Valuable
很好玩,Unhelpful
上面的人满嘴脏话，差评，还互相举报,Valuable
什么呀！和机器鲨3D一样,Valuable
用了快一年了，很不错，更新一次比一次好,Valuable
真的，特别差，建议大家还是别下这个游戏了,Valuable
第一个游戏，有点卡，但后面都很好玩????.,Valuable
就为了能评论我在下载一次，说好玩的游戏给你多少钱，昧着良心说话干吗，不说画质就这流畅度能玩？千万别下载太坑人比农药还坑。????,Valuable
不好。,Unhelpful
变态打不开,Unhelpful
还不错,Unhelpful
好玩。。。。,Unhelpful
很好。,Unhelpful
主要是为了艾辰哈哈，还不错,Valuable
太好了,Unhelpful
好用好用。,Unhelpful
很棒，拼图很好看,Valuable
不好,Unhelpful
看坤坤,Unhelpful
有些商品质量不好,Valuable
五星好评,Unhelpful
QQ怎么时候更新,Valuable
非常好用 很棒,Valuable
真的好玩哦,Unhelpful
太好玩了,Unhelpful
闪退？,Unhelpful
好玩的，就是买服装道具太烧钱了唔，要攒好久qwq，好看的都买不起呜呜呜,Valuable
太贵了,Unhelpful
挺好玩的一款游戏，空闲的时候可以玩一玩，推荐使用。,Valuable
有挑战性非常好,Valuable
感觉的出来这个游戏特别好玩,Valuable
不错,Unhelpful
很好用，喜欢添加窗口小部件和生活格子功能，可以把课程表发送到桌面，原本用的小日常和便签记事本不知道怎么发送到桌面，很意外上面也可以添加，用了这么久居然才知道。????,Valuable
不错,Unhelpful
好,Unhelpful
这个真心好！,Unhelpful
我超级喜欢玩这个游戏呢??,Valuable
美颜很好。,Unhelpful
如果可以对本机的应用进行设置就好了,Valuable
非常好玩，总比什么破迷你好多了,Valuable
太好玩了,Unhelpful
可以免费听无损音乐，给个5星不过分吧,Valuable
不知道什么时候就自动安装了,Valuable
交友软件必备，好用，很好的交友平台，我很喜欢,Valuable
好玩⊙▽⊙,Unhelpful
卡牛真的很牛,Unhelpful
Good,Unhelpful
好玩好玩好玩,Unhelpful
更多福利，更合理设定，玩了一会，整体效果不错，可玩性高，给人眼前一亮的感觉，力作，绝对力作。,Valuable
比王者荣耀好玩多了，也公平多了，不像某王者，谁是贵族谁赢,Valuable
我把我朋友的图给恶搞了,Valuable
很好用，空闲时间用来学英语单词,Valuable
好,Unhelpful
为什么要闪退，我都登了好几遍了,Valuable
然而并没有什么用??????,Valuable
磕头凹透镜极乐汤我咯call你,Valuable
好使铁子,Unhelpful
好,Unhelpful
不用废话，五星，只可惜不火,Valuable
定位信号天天弱 佛了,Valuable
很好玩，第二个有点难抓，快下快下，第一个非常好抓，刚开始就给100多个币。中途还奖励。,Valuable
不错不错不错，里面有搞笑段子明星时态,Valuable
非常好玩的一款游戏软件，玩了大半个小时，值得大家使用,Valuable
还没完，先给5颗星。,Valuable
界面简单,Unhelpful
你为何那么秀儿呢,Valuable
好,Unhelpful
QQ不小心除了，安装后好友全部没有了,Valuable
要是能联机的话就好了??,Valuable
好个锤子，一堆诱惑信息。简直难受,Valuable
可以,Unhelpful
超棒的软件，内容丰富，提现快，值得推荐,Valuable
很好用哦,Unhelpful
好玩,Unhelpful
很好，继续加油,Valuable
我举报别人0-8-3的举报失败，我就打了个4-13-14，被举报成功？？什么意思，我打的是不好，但是评分第三，我举报最低平分的两个失败，我自己却被举报了，什么玩意？？？钱充少了？？？每次信誉积分到109都会无故来个扣分的，有意思吗？？？,Valuable
太差了，闪退。??,Valuable
打不开,Unhelpful
我我要投诉，因为太卡了,Valuable
很棒,Unhelpful
很棒的看书软件，一应俱全,Valuable
那个语音翻译的识别度也太低了吧？简直胡扯。识别错了，也就算了，就连重新编辑的功能都没有。??,Valuable
好玩,Unhelpful
好看太棒了爆炸,Valuable
还好,Unhelpful
发货太慢了，快递员不负责任啊,Valuable
太好玩了，给五星！,Valuable
很好玩,Unhelpful
太好玩了，100个好玩111好玩，一万个好玩，一个好玩意儿,Valuable
棒,Unhelpful
不好玩??,Unhelpful
太棒了！100分,Valuable
good，太好玩了,Valuable
非常好用,Unhelpful
very nice,Valuable
用了这个指趣半年了，又能看新闻，笑话又能挣个小钱何乐而不为呢。,Valuable
good,Unhelpful
还不错，非常好玩，非常喜欢，不过有些需要改——1.广吿太多2.闪退3.卡。总体来说，非常好。,Valuable
。 满意。,Unhelpful
一般般，那个（泰坦巨人）很贵，还有（疾风飞船）也很贵,Valuable
特别好。,Unhelpful
罢了??，还行吧！漫画不要钱就好了,Valuable
好好用,Unhelpful
体验感极差，要不是最低是一星，真想给个零星,Valuable
初次见面，试试,Valuable
不错,Unhelpful
求问道友，心魔那个是什么，看的我好慌(?▽?),Valuable
yy虎牙社交,Unhelpful
挺不错的，都是有些题目查不到??,Valuable
真好玩,Unhelpful
贼好,Unhelpful
不行，不行,Unhelpful
好,Unhelpful
广告太多了，还是不要看了,Valuable
不错，简单实用,Valuable
很好,Unhelpful
很好,Unhelpful
好,Unhelpful
好玩,Unhelpful
时时刻刻的小广告,Valuable
最近怎么VIP剧都下线了？,Valuable
太好用了,Unhelpful
差劲一星都不想给,Valuable
以后买东西都用它了，可以买到既喜欢又便宜的，一举两得,Valuable
挺好的,Unhelpful
真的很不错，出行一点都不用担心，就是特价机票。。。,Valuable
好评,Unhelpful
五星,Unhelpful
第七关谁会？,Unhelpful
谁加我呀？名字叫什么？,Valuable
为啥我就是登录不进去,Valuable
不错,Unhelpful
20关怎么过,Unhelpful
